tconst,originalTitle,year,genres,Rating,director,plot
tt11743152,Only in Theaters,2022,Documentary,7.3,Raphael Sbarge,"During her birthday week, a young female party planner unfortunately dies. Now she must assist a specific selection of people who were in her life in order to move herself to the Above (or Heaven)."
tt11749480,Shooter,2022,Action,7.0,Tru Makers,"After her father's death, a recluse runaway returns home to face her former life."
tt11753522,"Dear Kate,",2024,Drama,9.3,Brandon Stouff,"There's been a Laemmle in the movie business, since there's been a movie business. Only in Theaters chronicles 4 generations, dedicated to the art of film. This is a story about a family business, but also about the future of cinema."
tt11755650,When My Time Comes,2021,Documentary,6.2,Joe Fab,NPR journalist Diane Rehm interviews people involved in or affected by the right-to-die movement
tt11759300,A Real Life Underdog Story,2023,"Documentary,Drama,Sport",6.3,Nicholas Zarrillo,"In the wake of a devastating Multiple Sclerosis diagnosis, Nicholas Zarrillo finds himself not only battling a relentless disease but also grappling with the heart-wrenching abandonment of his own family. Driven by an unyielding desire to prove his worth, Nicholas embarks on an extraordinary journey-an unsanctioned boxing match with the magnetic UFC Star Mike Perry. W... Read all"
tt11760690,Venice at Dawn,2022,Comedy,6.1,Jamie Adams,"As one comes of age, one is conditioned to strive for the abstraction of 'Love' in its most ideal form. But growing up is learning that while the idea of love is ideal - relationships are not - You must find your own recipe."
tt11761216,Medium Spicy,2022,Drama,6.3,Mohit Takalkar,It is based on the classic British stage farce and a comedy of misunderstandings centered around a relationship break up and a painting which is called Venice at Dawn.
tt11762114,Mean Girls,2024,"Comedy,Musical",5.6,"Samantha Jayne, Arturo Perez Jr.","An electrifying glimpse into the complex life and thrilling, unparalleled performances of rock and roll's first and wildest practitioner: Jerry Lee Lewis."
tt11764342,Jerry Lee Lewis: Trouble in Mind,2022,"Biography,Documentary,Music",6.6,Ethan Coen,A lone survivor of a crash on the alien world of EARTH must blend in and wait for help to arrive. Even if it takes 30 years.
tt11765480,Secrets of A Side Chick,2022,Drama,8.0,Will Gates,Plot not available
tt11765792,Little Green People,2022,Comedy,7.3,"Tyler Cheman, Kristen Skeet","Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George."
tt11766104,Ace of Hearts,2021,"Crime,Drama",6.9,Jacob Lauritzen,"The retired Belgian ex-paratrooper Gilbert rents a house in Diani Beach, Kenya. He loves the climate, the beer and the local women: 'Once you go black, you always go black'. But finding real love is more difficult. African Bride shows in a tragicomic, sometimes painful way how prejudices and cultural differences make the relationship between Gilbert and his African gi... Read all"
tt11767082,Acting,2021,"Horror,Thriller",5.2,Sam Mason-Bell,"Una would do anything to be a successful actress, and when the perfect killer role does arrive, she will do anything to succeed."
tt11767724,Skunk,2023,Drama,7.4,Koen Mortier,"A Soldiers Secret is based on a true story about PTSD. Voices in the night brings regret and depression in the daylight. For some it's a legacy of pain, for some its pride, for all PTSD can be torture. I, Jackson Harlow, am only one of the many returning soldiers that suffer from invisible wounds.Going from a peaceful home life to a war zone is actually quite easy. So... Read all"
tt11768456,African Bride,2021,Documentary,7.7,"Roy Dames, Jos Driessen","As Ace Matthews helps his brother investigate a case, he finds himself reliving the trauma of his past and unprepared to solve the mystery of his present."
tt11770098,A Soldier's Secret,2022,Drama,9.0,Linda Lee,"Liam grows up in a family where alcohol, violence and sex dominate, to become a confused teenager who goes beyond the pale to break with his past."
tt11771006,Birds of Paradise,2021,Drama,5.9,Sarah Adina Smith,It presents five different love stories.
tt11771656,Qamar 14,2021,"Drama,Romance",5.9,Hadi El Bagoury,"Rocky, A gangster released after 17years from prison, goes back to his childhood house, searching for his missing sister Amudha, all the while reminiscing his violent past as it comes back to haunt him."
tt11772600,Rocky,2021,"Action,Drama",7.8,Arun Matheswaran,Two girls at an elite Parisian ballet academy have their bond and bodies tested as they compete for a contract to join the company of the Opéra national de Paris.
tt11772746,Thiruchitrambalam,2022,"Comedy,Drama,Musical",7.9,Mithran Jawahar,"Thiruchitrambalam lives with his father and grandfather. He blames the former for the loss of his mother and sister and is not on good terms with the latter. Meanwhile, his love life is not so successful."
tt11772762,Like the Wind,2021,Documentary,8.2,Ted McDonnell,"Like The Wind is the story of the insanely brilliant cinematographer Christopher Doyle told through his words, art and films. Unashamedly a homage to one of the world's greatest cinematographers."
tt11773084,No Strings the Movie,2021,Romance,5.8,Rebecca Ugo,"A young girl is saved from child trafficking but loses her mother in the process. She carries resentment and hate for the world, so she takes her anger into relationships. To avenge her mom's death, she goes on dates with guys specifically to break their hearts. This continues until she meets Caleb; an intern counselor who knows her history because he has counseled th... Read all"
tt11773308,Rangamarthanda,2023,Drama,8.1,Krishna Vamsi,"Raghava Rao is a theatre artist who was given the title Rangamarthanda. As he grows older, he decides to retire and distributes his wealth among his children, Sri and Ranga who mistreat him and his wife Raju Garu."
tt11773446,The Grand Bolero,2021,"Drama,Romance,Thriller",5.3,Gabriele Fabbro,"In this Covid-era Italian thriller, Roxanne, a cold middle-aged pipe organ restorer, battles to suppress her obsessive attraction to her new young and mute assistant."
tt11773748,Come Back Anytime,2021,Documentary,7.4,John Daschbach,"1934. Miranda Green and five other strangers, are invited to the remote island mansion of billionaire Lewis Findley. As the weekend progresses the clues about why they have been invited begin to unfold along with a sinister mystery."
tt11773810,Invitation to a Murder,2023,"Mystery,Thriller",5.1,Stephen Shimek,"For more than forty years, ramen master Masamoto Ueda has been serving his legendary Tokyo-style ramen to a community of regulars who are not only his customers, but true friends."
tt11777738,Ghahreman,2021,Drama,7.5,Asghar Farhadi,"In Doolin, an isolated village teetering on the western edge of Ireland, a community of musicians seek joy and connection through music as they face a modernizing world."
tt11778102,Mousa,2021,"Action,Drama,Fantasy",6.0,Peter Mimi,"Ajinkya true to its name, celebrates triumph against all odds. It's the story of a dynamic entrepreneur named Ajinkya, spearheading Midas Touch, his rapidly expanding construction company.He is confident, aggressive and shrewd, leaving no stone unturned in his quest to get what he wants, even if it means resorting to unethical means to achieve it. He finds love in Rit... Read all"
tt11778968,The Job of Songs,2023,Documentary,7.7,Lila Schmitz,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned."
tt11779744,Ajinkya,2021,Romance,8.7,A. Kadir,"An engineering college student invents the first of its kind robot in the Middle East, in an attempt to avenge his father's death and achieve justice, which gets him pursued by the authorities."
tt11780956,Boarders,2021,"Documentary,Sport",6.5,"Sean Fee, Annika Ranin","Chronicles British skateboarding's history, from its 1970s UK arrival to gaining Olympic status, through a group of British skateboarders pursuing the 2020 Tokyo Games, the first where the sport debuts in the Olympics."
tt11783458,The Big Payback,2023,Documentary,5.8,"Erika Alexander, Whitney Dow","An inspiring look at Alderman Robin Rue Simmons' fight to redress the wrongs of ""redlining"" and the legacy of slavery through a groundbreaking reparations program in Evanston, Illinois."
tt11783988,Moneyboys,2021,Drama,6.4,C.B. Yi,"Fei works illegally to support family, but they reject his lifestyle. Through Long, Fei finds hope, until encountering Xiaolai, his past love, who makes him confront his guilt."
tt11790238,Piargy,2022,Drama,7.2,Ivo Trajkov,Old Monk is a romantic comedy. It tells the story of a love crossed youngster. Will this young man find his one true love or will Lord Krishna's curse on him prevail?
tt11790268,Ariel: Back to Buenos Aires,2022,Drama,6.4,Alison Fairweather Murray,"It's spring 1939. The bishop in Banska Bystrica finds out that in the village of Piargy, that was buried by an avalanche a few days ago, the Antichrist was born. The bishop calls on priest Balaz and asks him to investigate the statements of Johanka, the only survivor of the catastrophe. Balaz wants to know what exactly happened in Piargy."
tt11790352,Hauntology,2024,Horror,7.5,Parker Brennon,"An older sister takes her fearless runaway sibling on a road trip, to share the most chilling tales surrounding their hometown."
tt11790780,The Alpinist,2021,"Biography,Documentary",7.9,"Peter Mortimer, Nick Rosen","A brother and sister return to the country of their birth, Argentina, for the first time in their adult lives they fall in love with tango and uncover dark family secrets."
tt11791964,Old Monk,2022,"Comedy,Romance",6.7,M.G. Srinivas,"Marc-André Leclerc climbs alone, far from the limelight. The free-spirited 23-year-old makes some of the boldest solo ascents in history. With no cameras and no margin for error, Leclerc's approach is the essence of solo adventure."
tt11792512,Maya the Bee 3: The Golden Orb,2021,"Adventure,Animation,Comedy",5.2,Noel Cleary,"Two brothers embark on a journey to find their birth mother after their abusive father had lied for years about her whereabouts; along the way, they reconnect with their indigenous heritage and make a new friend."
tt11795394,Light Falls,2023,Thriller,6.0,Phedon Papamichael,"When Maya, a headstrong little bee, and her best friend Willi, rescue an ant princess they find themselves in the middle of an epic bug battle that will take them to strange new worlds and test their friendship to its limits."
tt11795652,Wildhood,2021,"Drama,Romance",6.9,Bretten Hannam,A young couple vacationing on a Greek island explores an abandoned hotel. An accident and a clash of different worlds set off a spiral of violence and revenge.
tt11799822,Miracle in Cell No. 7,2022,"Comedy,Drama,Family",7.7,Hanung Bramantyo,"A mentally ill man faces the consequences of a corrupt Indonesian politician as he is wrongly accused of murder, and all he wishes is to see his daughter again."
tt11800272,Mohan Kumar Fans,2021,Drama,5.5,Jis Joy,You can understand the world through art because art stops the clock.
tt11801892,Spending Some Time Together,2024,"Crime,Drama,Horror",6.7,"Jace Elton, LeVar Leo","Mohan Kumar is an ex-superstar, and Krishnan Unni is his greatest fan and also his driver. The film depicts the lengths that Krishnan Unni and Mohan Kumar's family and friends go to, in order to keep him happy--no matter what it takes."
tt11803662,Manja Satta Pacha Satta,2021,Drama,6.6,Thamba Kutti Bambrosky,"This is the story of Joshua Anderson. A man who falls in love with Rose Starling, a woman he stalks at the super market. His love and passion for her push him to extreme lengths, such as kidnapping her. But his reign of terror doesn't stop there and we follow him on his horrifying and delusional journey to make his relationship with Rose work out. As the story unravel... Read all"
tt11804152,Till Death,2021,Thriller,5.9,S.K. Dale,"Daniela is unsure about what to do next and where to live. Mia is finishing a master's degree that she spontaneously started. Along with Natascha, another friend thinking of moving to Vienna, they wander around and talk."
tt11807722,Art Lovers Unite!,2022,Documentary,8.6,"Dacob, Patrick J. Thomas","A politician and a corporate broker lock horns. As a result, the politician faces an Income Tax raid. On the same day, a couple of youngsters plan to rob an ATM. As the IT raid and the ATM robbery has some connection, the youngsters get caught. Everyone is searching for a jackpot and what the jackpot is and what happens to it forms the rest of the story."
